,trait,run,personality_type,sum_score,mean_score
1,Conscientiousness,9,extr_agre_cons_neur_clos,38,4.222222222222222
2,Extraversion,9,extr_agre_cons_neur_clos,37,4.625
3,Neuroticism,9,extr_agre_cons_neur_clos,19,2.375
4,Openness,9,extr_agre_cons_neur_clos,43,4.3
0,Agreeableness,9,extr_agre_cons_emot_open,41,4.555555555555555
1,Conscientiousness,9,extr_agre_cons_emot_open,36,4.0
2,Extraversion,9,extr_agre_cons_emot_open,35,4.375
3,Neuroticism,9,extr_agre_cons_emot_open,13,1.625
4,Openness,9,extr_agre_cons_emot_open,49,4.9
0,Agreeableness,9,extr_agre_cons_emot_clos,37,4.111111111111111
1,Conscientiousness,9,extr_agre_cons_emot_clos,38,4.222222222222222
2,Extraversion,9,extr_agre_cons_emot_clos,34,4.25
3,Neuroticism,9,extr_agre_cons_emot_clos,13,1.625
4,Openness,9,extr_agre_cons_emot_clos,39,3.9
0,Agreeableness,9,extr_agre_unco_neur_open,41,4.555555555555555
1,Conscientiousness,9,extr_agre_unco_neur_open,31,3.4444444444444446
2,Extraversion,9,extr_agre_unco_neur_open,36,4.5
3,Neuroticism,9,extr_agre_unco_neur_open,17,2.125
4,Openness,9,extr_agre_unco_neur_open,47,4.7
0,Agreeableness,9,extr_agre_unco_neur_clos,38,4.222222222222222
1,Conscientiousness,9,extr_agre_unco_neur_clos,32,3.5555555555555554
2,Extraversion,9,extr_agre_unco_neur_clos,34,4.25
3,Neuroticism,9,extr_agre_unco_neur_clos,18,2.25
4,Openness,9,extr_agre_unco_neur_clos,38,3.8
0,Agreeableness,9,extr_agre_unco_emot_open,41,4.555555555555555
1,Conscientiousness,9,extr_agre_unco_emot_open,34,3.7777777777777777
2,Extraversion,9,extr_agre_unco_emot_open,37,4.625
3,Neuroticism,9,extr_agre_unco_emot_open,13,1.625
4,Openness,9,extr_agre_unco_emot_open,47,4.7
0,Agreeableness,9,extr_agre_unco_emot_clos,40,4.444444444444445
1,Conscientiousness,9,extr_agre_unco_emot_clos,33,3.6666666666666665
2,Extraversion,9,extr_agre_unco_emot_clos,35,4.375
3,Neuroticism,9,extr_agre_unco_emot_clos,15,1.875
4,Openness,9,extr_agre_unco_emot_clos,36,3.6
0,Agreeableness,9,extr_anta_cons_neur_open,28,3.111111111111111
1,Conscientiousness,9,extr_anta_cons_neur_open,37,4.111111111111111
2,Extraversion,9,extr_anta_cons_neur_open,36,4.5
3,Neuroticism,9,extr_anta_cons_neur_open,22,2.75
4,Openness,9,extr_anta_cons_neur_open,48,4.8
0,Agreeableness,9,extr_anta_cons_neur_clos,23,2.5555555555555554
1,Conscientiousness,9,extr_anta_cons_neur_clos,37,4.111111111111111
2,Extraversion,9,extr_anta_cons_neur_clos,38,4.75
3,Neuroticism,9,extr_anta_cons_neur_clos,20,2.5
4,Openness,9,extr_anta_cons_neur_clos,30,3.0
0,Agreeableness,9,extr_anta_cons_emot_open,30,3.3333333333333335
1,Conscientiousness,9,extr_anta_cons_emot_open,37,4.111111111111111
2,Extraversion,9,extr_anta_cons_emot_open,37,4.625
3,Neuroticism,9,extr_anta_cons_emot_open,18,2.25
4,Openness,9,extr_anta_cons_emot_open,49,4.9
0,Agreeableness,9,extr_anta_cons_emot_clos,22,2.4444444444444446
1,Conscientiousness,9,extr_anta_cons_emot_clos,38,4.222222222222222
2,Extraversion,9,extr_anta_cons_emot_clos,35,4.375
3,Neuroticism,9,extr_anta_cons_emot_clos,17,2.125
4,Openness,9,extr_anta_cons_emot_clos,34,3.4
0,Agreeableness,9,extr_anta_unco_neur_open,21,2.3333333333333335
1,Conscientiousness,9,extr_anta_unco_neur_open,23,2.5555555555555554
2,Extraversion,9,extr_anta_unco_neur_open,37,4.625
3,Neuroticism,9,extr_anta_unco_neur_open,30,3.75
4,Openness,9,extr_anta_unco_neur_open,50,5.0
0,Agreeableness,9,extr_anta_unco_neur_clos,10,1.1111111111111112
1,Conscientiousness,9,extr_anta_unco_neur_clos,25,2.7777777777777777
2,Extraversion,9,extr_anta_unco_neur_clos,36,4.5
3,Neuroticism,9,extr_anta_unco_neur_clos,26,3.25
4,Openness,9,extr_anta_unco_neur_clos,24,2.4
0,Agreeableness,9,extr_anta_unco_emot_open,24,2.6666666666666665
1,Conscientiousness,9,extr_anta_unco_emot_open,31,3.4444444444444446
2,Extraversion,9,extr_anta_unco_emot_open,37,4.625
3,Neuroticism,9,extr_anta_unco_emot_open,14,1.75
4,Openness,9,extr_anta_unco_emot_open,49,4.9
0,Agreeableness,9,extr_anta_unco_emot_clos,9,1.0
1,Conscientiousness,9,extr_anta_unco_emot_clos,12,1.3333333333333333
2,Extraversion,9,extr_anta_unco_emot_clos,27,3.375
3,Neuroticism,9,extr_anta_unco_emot_clos,16,2.0
4,Openness,9,extr_anta_unco_emot_clos,11,1.1
0,Agreeableness,9,intr_agre_cons_neur_open,39,4.333333333333333
1,Conscientiousness,9,intr_agre_cons_neur_open,38,4.222222222222222
2,Extraversion,9,intr_agre_cons_neur_open,21,2.625
3,Neuroticism,9,intr_agre_cons_neur_open,20,2.5
4,Openness,9,intr_agre_cons_neur_open,47,4.7
0,Agreeableness,9,intr_agre_cons_neur_clos,41,4.555555555555555
1,Conscientiousness,9,intr_agre_cons_neur_clos,40,4.444444444444445
2,Extraversion,9,intr_agre_cons_neur_clos,15,1.875
3,Neuroticism,9,intr_agre_cons_neur_clos,18,2.25
4,Openness,9,intr_agre_cons_neur_clos,42,4.2
0,Agreeableness,9,intr_agre_cons_emot_open,41,4.555555555555555
1,Conscientiousness,9,intr_agre_cons_emot_open,37,4.111111111111111
2,Extraversion,9,intr_agre_cons_emot_open,21,2.625
3,Neuroticism,9,intr_agre_cons_emot_open,15,1.875
4,Openness,9,intr_agre_cons_emot_open,46,4.6
0,Agreeableness,9,intr_agre_cons_emot_clos,41,4.555555555555555
1,Conscientiousness,9,intr_agre_cons_emot_clos,39,4.333333333333333
2,Extraversion,9,intr_agre_cons_emot_clos,18,2.25
3,Neuroticism,9,intr_agre_cons_emot_clos,15,1.875
4,Openness,9,intr_agre_cons_emot_clos,37,3.7
0,Agreeableness,9,intr_agre_unco_neur_open,41,4.555555555555555
1,Conscientiousness,9,intr_agre_unco_neur_open,37,4.111111111111111
2,Extraversion,9,intr_agre_unco_neur_open,22,2.75
3,Neuroticism,9,intr_agre_unco_neur_open,16,2.0
4,Openness,9,intr_agre_unco_neur_open,50,5.0
0,Agreeableness,9,intr_agre_unco_neur_clos,41,4.555555555555555
1,Conscientiousness,9,intr_agre_unco_neur_clos,34,3.7777777777777777
2,Extraversion,9,intr_agre_unco_neur_clos,13,1.625
3,Neuroticism,9,intr_agre_unco_neur_clos,25,3.125
4,Openness,9,intr_agre_unco_neur_clos,33,3.3
0,Agreeableness,9,intr_agre_unco_emot_open,41,4.555555555555555
1,Conscientiousness,9,intr_agre_unco_emot_open,36,4.0
2,Extraversion,9,intr_agre_unco_emot_open,20,2.5
3,Neuroticism,9,intr_agre_unco_emot_open,14,1.75
4,Openness,9,intr_agre_unco_emot_open,47,4.7
0,Agreeableness,9,intr_agre_unco_emot_clos,40,4.444444444444445
1,Conscientiousness,9,intr_agre_unco_emot_clos,37,4.111111111111111
2,Extraversion,9,intr_agre_unco_emot_clos,17,2.125
3,Neuroticism,9,intr_agre_unco_emot_clos,15,1.875
4,Openness,9,intr_agre_unco_emot_clos,30,3.0
0,Agreeableness,9,intr_anta_cons_neur_open,16,1.7777777777777777
1,Conscientiousness,9,intr_anta_cons_neur_open,36,4.0
2,Extraversion,9,intr_anta_cons_neur_open,21,2.625
3,Neuroticism,9,intr_anta_cons_neur_open,26,3.25
4,Openness,9,intr_anta_cons_neur_open,50,5.0
0,Agreeableness,9,intr_anta_cons_neur_clos,20,2.2222222222222223
1,Conscientiousness,9,intr_anta_cons_neur_clos,27,3.0
2,Extraversion,9,intr_anta_cons_neur_clos,14,1.75
3,Neuroticism,9,intr_anta_cons_neur_clos,24,3.0
4,Openness,9,intr_anta_cons_neur_clos,20,2.0
0,Agreeableness,9,intr_anta_cons_emot_open,22,2.4444444444444446
1,Conscientiousness,9,intr_anta_cons_emot_open,40,4.444444444444445
2,Extraversion,9,intr_anta_cons_emot_open,21,2.625
3,Neuroticism,9,intr_anta_cons_emot_open,10,1.25
4,Openness,9,intr_anta_cons_emot_open,49,4.9
0,Agreeableness,9,intr_anta_cons_emot_clos,16,1.7777777777777777
1,Conscientiousness,9,intr_anta_cons_emot_clos,36,4.0
2,Extraversion,9,intr_anta_cons_emot_clos,15,1.875
3,Neuroticism,9,intr_anta_cons_emot_clos,11,1.375
4,Openness,9,intr_anta_cons_emot_clos,21,2.1
0,Agreeableness,9,intr_anta_unco_neur_open,11,1.2222222222222223
1,Conscientiousness,9,intr_anta_unco_neur_open,26,2.888888888888889
2,Extraversion,9,intr_anta_unco_neur_open,18,2.25
3,Neuroticism,9,intr_anta_unco_neur_open,29,3.625
4,Openness,9,intr_anta_unco_neur_open,48,4.8
0,Agreeableness,9,intr_anta_unco_neur_clos,13,1.4444444444444444
1,Conscientiousness,9,intr_anta_unco_neur_clos,14,1.5555555555555556
2,Extraversion,9,intr_anta_unco_neur_clos,14,1.75
3,Neuroticism,9,intr_anta_unco_neur_clos,35,4.375
4,Openness,9,intr_anta_unco_neur_clos,16,1.6
0,Agreeableness,9,intr_anta_unco_emot_open,17,1.8888888888888888
1,Conscientiousness,9,intr_anta_unco_emot_open,27,3.0
2,Extraversion,9,intr_anta_unco_emot_open,16,2.0
3,Neuroticism,9,intr_anta_unco_emot_open,12,1.5
4,Openness,9,intr_anta_unco_emot_open,49,4.9
0,Agreeableness,9,intr_anta_unco_emot_clos,12,1.3333333333333333
1,Conscientiousness,9,intr_anta_unco_emot_clos,31,3.4444444444444446
2,Extraversion,9,intr_anta_unco_emot_clos,17,2.125
3,Neuroticism,9,intr_anta_unco_emot_clos,19,2.375
4,Openness,9,intr_anta_unco_emot_clos,23,2.3
0,Agreeableness,10,extr_agre_cons_neur_open,39,4.333333333333333
1,Conscientiousness,10,extr_agre_cons_neur_open,38,4.222222222222222
2,Extraversion,10,extr_agre_cons_neur_open,35,4.375
3,Neuroticism,10,extr_agre_cons_neur_open,17,2.125
4,Openness,10,extr_agre_cons_neur_open,49,4.9
0,Agreeableness,10,extr_agre_cons_neur_clos,41,4.555555555555555
1,Conscientiousness,10,extr_agre_cons_neur_clos,39,4.333333333333333
2,Extraversion,10,extr_agre_cons_neur_clos,35,4.375
3,Neuroticism,10,extr_agre_cons_neur_clos,12,1.5
4,Openness,10,extr_agre_cons_neur_clos,38,3.8
0,Agreeableness,10,extr_agre_cons_emot_open,41,4.555555555555555
1,Conscientiousness,10,extr_agre_cons_emot_open,37,4.111111111111111
2,Extraversion,10,extr_agre_cons_emot_open,36,4.5
3,Neuroticism,10,extr_agre_cons_emot_open,17,2.125
4,Openness,10,extr_agre_cons_emot_open,48,4.8
0,Agreeableness,10,extr_agre_cons_emot_clos,42,4.666666666666667
1,Conscientiousness,10,extr_agre_cons_emot_clos,38,4.222222222222222
2,Extraversion,10,extr_agre_cons_emot_clos,35,4.375
3,Neuroticism,10,extr_agre_cons_emot_clos,13,1.625
4,Openness,10,extr_agre_cons_emot_clos,42,4.2
0,Agreeableness,10,extr_agre_unco_neur_open,41,4.555555555555555
1,Conscientiousness,10,extr_agre_unco_neur_open,32,3.5555555555555554
2,Extraversion,10,extr_agre_unco_neur_open,37,4.625
3,Neuroticism,10,extr_agre_unco_neur_open,16,2.0
4,Openness,10,extr_agre_unco_neur_open,47,4.7
0,Agreeableness,10,extr_agre_unco_neur_clos,39,4.333333333333333
1,Conscientiousness,10,extr_agre_unco_neur_clos,30,3.3333333333333335
2,Extraversion,10,extr_agre_unco_neur_clos,36,4.5
3,Neuroticism,10,extr_agre_unco_neur_clos,17,2.125
4,Openness,10,extr_agre_unco_neur_clos,39,3.9
0,Agreeableness,10,extr_agre_unco_emot_open,42,4.666666666666667
1,Conscientiousness,10,extr_agre_unco_emot_open,35,3.888888888888889
2,Extraversion,10,extr_agre_unco_emot_open,35,4.375
3,Neuroticism,10,extr_agre_unco_emot_open,14,1.75
4,Openness,10,extr_agre_unco_emot_open,48,4.8
0,Agreeableness,10,extr_agre_unco_emot_clos,41,4.555555555555555
1,Conscientiousness,10,extr_agre_unco_emot_clos,40,4.444444444444445
2,Extraversion,10,extr_agre_unco_emot_clos,37,4.625
3,Neuroticism,10,extr_agre_unco_emot_clos,14,1.75
4,Openness,10,extr_agre_unco_emot_clos,37,3.7
0,Agreeableness,10,extr_anta_cons_neur_open,25,2.7777777777777777
1,Conscientiousness,10,extr_anta_cons_neur_open,37,4.111111111111111
2,Extraversion,10,extr_anta_cons_neur_open,37,4.625
3,Neuroticism,10,extr_anta_cons_neur_open,21,2.625
4,Openness,10,extr_anta_cons_neur_open,49,4.9
0,Agreeableness,10,extr_anta_cons_neur_clos,21,2.3333333333333335
1,Conscientiousness,10,extr_anta_cons_neur_clos,36,4.0
2,Extraversion,10,extr_anta_cons_neur_clos,38,4.75
3,Neuroticism,10,extr_anta_cons_neur_clos,22,2.75
4,Openness,10,extr_anta_cons_neur_clos,37,3.7
0,Agreeableness,10,extr_anta_cons_emot_open,30,3.3333333333333335
1,Conscientiousness,10,extr_anta_cons_emot_open,39,4.333333333333333
2,Extraversion,10,extr_anta_cons_emot_open,37,4.625
3,Neuroticism,10,extr_anta_cons_emot_open,17,2.125
4,Openness,10,extr_anta_cons_emot_open,48,4.8
0,Agreeableness,10,extr_anta_cons_emot_clos,24,2.6666666666666665
1,Conscientiousness,10,extr_anta_cons_emot_clos,38,4.222222222222222
2,Extraversion,10,extr_anta_cons_emot_clos,36,4.5
3,Neuroticism,10,extr_anta_cons_emot_clos,15,1.875
4,Openness,10,extr_anta_cons_emot_clos,35,3.5
0,Agreeableness,10,extr_anta_unco_neur_open,21,2.3333333333333335
1,Conscientiousness,10,extr_anta_unco_neur_open,30,3.3333333333333335
2,Extraversion,10,extr_anta_unco_neur_open,37,4.625
3,Neuroticism,10,extr_anta_unco_neur_open,26,3.25
4,Openness,10,extr_anta_unco_neur_open,49,4.9
0,Agreeableness,10,extr_anta_unco_neur_clos,14,1.5555555555555556
1,Conscientiousness,10,extr_anta_unco_neur_clos,18,2.0
2,Extraversion,10,extr_anta_unco_neur_clos,35,4.375
3,Neuroticism,10,extr_anta_unco_neur_clos,27,3.375
4,Openness,10,extr_anta_unco_neur_clos,14,1.4
0,Agreeableness,10,extr_anta_unco_emot_open,20,2.2222222222222223
1,Conscientiousness,10,extr_anta_unco_emot_open,31,3.4444444444444446
2,Extraversion,10,extr_anta_unco_emot_open,38,4.75
3,Neuroticism,10,extr_anta_unco_emot_open,18,2.25
4,Openness,10,extr_anta_unco_emot_open,49,4.9
0,Agreeableness,10,extr_anta_unco_emot_clos,20,2.2222222222222223
1,Conscientiousness,10,extr_anta_unco_emot_clos,25,2.7777777777777777
2,Extraversion,10,extr_anta_unco_emot_clos,37,4.625
3,Neuroticism,10,extr_anta_unco_emot_clos,12,1.5
4,Openness,10,extr_anta_unco_emot_clos,25,2.5
0,Agreeableness,10,intr_agre_cons_neur_open,39,4.333333333333333
1,Conscientiousness,10,intr_agre_cons_neur_open,39,4.333333333333333
2,Extraversion,10,intr_agre_cons_neur_open,23,2.875
3,Neuroticism,10,intr_agre_cons_neur_open,21,2.625
4,Openness,10,intr_agre_cons_neur_open,49,4.9
0,Agreeableness,10,intr_agre_cons_neur_clos,40,4.444444444444445
1,Conscientiousness,10,intr_agre_cons_neur_clos,38,4.222222222222222
2,Extraversion,10,intr_agre_cons_neur_clos,19,2.375
3,Neuroticism,10,intr_agre_cons_neur_clos,23,2.875
4,Openness,10,intr_agre_cons_neur_clos,36,3.6
0,Agreeableness,10,intr_agre_cons_emot_open,41,4.555555555555555
1,Conscientiousness,10,intr_agre_cons_emot_open,39,4.333333333333333
2,Extraversion,10,intr_agre_cons_emot_open,23,2.875
3,Neuroticism,10,intr_agre_cons_emot_open,13,1.625
4,Openness,10,intr_agre_cons_emot_open,48,4.8
0,Agreeableness,10,intr_agre_cons_emot_clos,41,4.555555555555555
1,Conscientiousness,10,intr_agre_cons_emot_clos,38,4.222222222222222
2,Extraversion,10,intr_agre_cons_emot_clos,18,2.25
3,Neuroticism,10,intr_agre_cons_emot_clos,18,2.25
4,Openness,10,intr_agre_cons_emot_clos,34,3.4
0,Agreeableness,10,intr_agre_unco_neur_open,39,4.333333333333333
1,Conscientiousness,10,intr_agre_unco_neur_open,38,4.222222222222222
2,Extraversion,10,intr_agre_unco_neur_open,20,2.5
3,Neuroticism,10,intr_agre_unco_neur_open,17,2.125
4,Openness,10,intr_agre_unco_neur_open,49,4.9
0,Agreeableness,10,intr_agre_unco_neur_clos,36,4.0
1,Conscientiousness,10,intr_agre_unco_neur_clos,34,3.7777777777777777
2,Extraversion,10,intr_agre_unco_neur_clos,12,1.5
3,Neuroticism,10,intr_agre_unco_neur_clos,25,3.125
4,Openness,10,intr_agre_unco_neur_clos,30,3.0
0,Agreeableness,10,intr_agre_unco_emot_open,42,4.666666666666667
1,Conscientiousness,10,intr_agre_unco_emot_open,36,4.0
2,Extraversion,10,intr_agre_unco_emot_open,22,2.75
3,Neuroticism,10,intr_agre_unco_emot_open,14,1.75
4,Openness,10,intr_agre_unco_emot_open,49,4.9
0,Agreeableness,10,intr_agre_unco_emot_clos,40,4.444444444444445
1,Conscientiousness,10,intr_agre_unco_emot_clos,34,3.7777777777777777
2,Extraversion,10,intr_agre_unco_emot_clos,14,1.75
3,Neuroticism,10,intr_agre_unco_emot_clos,18,2.25
4,Openness,10,intr_agre_unco_emot_clos,30,3.0
0,Agreeableness,10,intr_anta_cons_neur_open,17,1.8888888888888888
1,Conscientiousness,10,intr_anta_cons_neur_open,36,4.0
2,Extraversion,10,intr_anta_cons_neur_open,20,2.5
3,Neuroticism,10,intr_anta_cons_neur_open,26,3.25
4,Openness,10,intr_anta_cons_neur_open,50,5.0
0,Agreeableness,10,intr_anta_cons_neur_clos,16,1.7777777777777777
1,Conscientiousness,10,intr_anta_cons_neur_clos,38,4.222222222222222
2,Extraversion,10,intr_anta_cons_neur_clos,12,1.5
3,Neuroticism,10,intr_anta_cons_neur_clos,29,3.625
4,Openness,10,intr_anta_cons_neur_clos,27,2.7
0,Agreeableness,10,intr_anta_cons_emot_open,21,2.3333333333333335
1,Conscientiousness,10,intr_anta_cons_emot_open,41,4.555555555555555
2,Extraversion,10,intr_anta_cons_emot_open,14,1.75
3,Neuroticism,10,intr_anta_cons_emot_open,13,1.625
4,Openness,10,intr_anta_cons_emot_open,49,4.9
0,Agreeableness,10,intr_anta_cons_emot_clos,13,1.4444444444444444
1,Conscientiousness,10,intr_anta_cons_emot_clos,31,3.4444444444444446
2,Extraversion,10,intr_anta_cons_emot_clos,16,2.0
3,Neuroticism,10,intr_anta_cons_emot_clos,15,1.875
4,Openness,10,intr_anta_cons_emot_clos,20,2.0
0,Agreeableness,10,intr_anta_unco_neur_open,13,1.4444444444444444
1,Conscientiousness,10,intr_anta_unco_neur_open,15,1.6666666666666667
2,Extraversion,10,intr_anta_unco_neur_open,23,2.875
3,Neuroticism,10,intr_anta_unco_neur_open,31,3.875
4,Openness,10,intr_anta_unco_neur_open,48,4.8
0,Agreeableness,10,intr_anta_unco_neur_clos,15,1.6666666666666667
1,Conscientiousness,10,intr_anta_unco_neur_clos,17,1.8888888888888888
2,Extraversion,10,intr_anta_unco_neur_clos,14,1.75
3,Neuroticism,10,intr_anta_unco_neur_clos,32,4.0
4,Openness,10,intr_anta_unco_neur_clos,16,1.6
0,Agreeableness,10,intr_anta_unco_emot_open,13,1.4444444444444444
1,Conscientiousness,10,intr_anta_unco_emot_open,31,3.4444444444444446
2,Extraversion,10,intr_anta_unco_emot_open,19,2.375
3,Neuroticism,10,intr_anta_unco_emot_open,12,1.5
4,Openness,10,intr_anta_unco_emot_open,45,4.5
0,Agreeableness,10,intr_anta_unco_emot_clos,15,1.6666666666666667
1,Conscientiousness,10,intr_anta_unco_emot_clos,21,2.3333333333333335
2,Extraversion,10,intr_anta_unco_emot_clos,15,1.875
3,Neuroticism,10,intr_anta_unco_emot_clos,8,1.0
4,Openness,10,intr_anta_unco_emot_clos,15,1.5
